PhraseId,SentenceId,Phrase,Sentiment
18642,818,6-year-old,2
18643,818,nephew,2
18659,818,uncles,2
18664,818,aliens,2
18674,819,Pauline,2
18675,819,&,2
18676,819,Paulette,2
18684,819,der,2
18685,819,Groen,2
18687,819,described,2
18691,819,Belgium,2
18701,820,Curling,2
18706,820,sport,2
18710,820,Brooms,2
18727,821,Forrest,2
18728,821,Gump,2
18735,822,Metaphors,2
18736,822,abound,2
18751,822,slightly,2
18760,823,retooling,2
18767,824,Orange,2
18770,824,juice,2
18775,824,fresh-squeezed,2
18780,825,averting,2
18789,825,consider,2
18793,825,unthinkable,2
18797,825,unacceptable,1
18799,825,unmentionable,1
18804,826,remarkably,3
18805,826,alluring,4
18813,826,constrictive,1
18815,826,Eisenhower,2
18820,826,yearning,2
18829,826,shatters,2
18834,826,cheery,4
18835,826,tranquil,2
18847,827,frustrating,0
18848,827,patchwork,2
18852,827,uneasy,1
18853,827,marriage,2
18858,827,Louis,2
18860,827,Begley,2
18875,828,late,2
18879,828,tapping,2
18888,828,obsession,2
18889,828,tardier,1
18892,828,exploiting,1
18895,828,novelty,2
18899,828,webcast,2
18903,829,Chai,2
18908,829,disconcertingly,1
18909,829,slack,2
18915,830,doggie,3
18916,830,winks,2
18924,831,steeped,2
18931,831,'50s,2
18932,831,sociology,2
18935,831,lore,2
18944,832,Decasia,2
18951,832,happened,2
18960,832,newsreels,2
18969,833,Kissing,3
18971,833,Jessica,2
18972,833,Stein,2
18989,833,held,2
18990,833,hostage,2
18994,833,scripts,2
18997,833,seek,2
19002,833,Sleepless,2
19004,833,Seattle,2
19028,834,school-age,2
19034,835,build-up,2
19043,835,payoff,2
19051,835,messy,1
19052,835,murky,1
19053,835,unsatisfying,0
19062,836,rate,2
19072,836,fare,2
19079,836,season,3
19095,837,grossly,1
19096,837,underestimated,3
19103,837,well-developed,3
19109,837,sacrificed,2
19114,837,fizzle,1
19120,838,geared,3
19123,838,maximum,2
19126,838,comfort,3
19127,838,familiarity,2
19136,839,crowd-pleaser,4
19141,839,Colosseum,2
19148,840,VH1,2
19168,840,records,2
19170,840,helped,3
19173,840,nation,2
19185,841,grownups,3
19190,841,whimsical,3
19206,842,30,2
19207,842,seconds,2
19215,842,90-minute,2
19222,843,Interminably,3
19235,844,naturally,2
19241,844,crave,2
19245,844,Smith,2
19254,845,Bai,2
19259,845,taken,1
19267,845,opened,2
19283,846,Meatballs,2
19287,846,bare-midriff,2
19288,846,generation,2
19302,847,United,2
19310,848,until,2
19319,848,thoughts,2
19322,849,blushing,2
19326,849,gushing,3
19328,849,Imamura,2
19331,849,squirts,2
19336,849,Warm,3
19341,849,Bridge,2
19349,850,Hanna-Barbera,2
19351,850,half-hour,2
19352,850,cartoons,2
19361,851,solemn,2
19367,851,disguise,2
19371,851,complacency,2
19377,851,Godard,2
19386,851,piano,3
19388,851,strings,2
19391,851,soundtrack,2
19395,851,drown,2
19399,851,tinny,2
19400,851,self-righteousness,1
19408,852,Dylan,2
19410,852,alive,3
19416,852,Ethan,2
19418,852,Hawke,2
19420,852,strained,2
19422,852,Chelsea,2
19423,852,Walls,2
19432,852,tempted,2
19438,852,landmark,3
19448,852,Theatre,2
19450,853,Affirms,3
19454,853,gifts,2
19462,853,starting,3
19477,853,on-camera,2
19487,854,saga,2
19502,856,chemistry,2
19507,856,male,2
19510,856,Ralph,2
19511,856,Fiennes,2
19520,856,scribe,2
19522,856,Wade,2
19526,856,workmanlike,3
19529,856,extreme,2
19532,857,cleverly,3
19538,857,mockumentary,2
19560,859,unintentionally,3
19570,859,suits,2
19572,859,enact,2
19578,859,inter-species,3
19579,859,parody,2
19599,861,lax,1
19610,861,meander,2
19613,861,worn-out,1
19621,862,sitcomishly,1
19633,863,rude,1
19638,863,deliver,3
19642,863,gut-busting,3
19647,863,digs,2
19670,865,pulse,1
19677,866,sword,2
19681,866,Auteuil,2
19686,867,stereotype,2
19687,867,omitted,2
19688,867,unsaid,2
19694,868,enhances,2
19700,868,manual,1
19707,869,Kaufman,2
19708,869,Jonze,2
19712,869,risks,2
19718,869,notion,2
19723,869,desire,2
19734,869,emptiness,1
19739,869,missing,2
19744,870,God,2
19746,870,bless,2
19749,870,aversion,2
19759,870,cashing,2
19763,870,gorgeousness,4
19771,872,surf,2
19775,872,thrillingly,3
19780,872,technology,2
19786,872,wave,2
19794,873,Gangs,2
19798,873,Daniel,2
19799,873,Day-Lewis,2
19802,874,Waiting,2
19809,874,fruitful,3
19815,874,Praise,3
19819,874,epitaph,2
19825,875,edgy,2
19846,876,defiance,2
19857,877,Roses,2
19860,877,trailer-trash,1
19872,878,low-budget,1
19877,879,fifty,2
19879,879,car,2
19880,879,pileup,2
19885,880,stretches,2
19899,881,pitiful,1
19903,881,slapdash,2
19904,881,disaster,0
19916,883,admiring,3
19934,884,sheerly,2
19940,884,unexpectedly,2
19949,884,resistance,2
19952,884,artistic,3
19953,884,transcendence,3
19958,885,erotic,3
19972,886,spot-on,4
19974,886,Scottish,2
19978,886,Duvall,2
19986,886,peels,2
19987,886,layers,3
20005,887,journalistic,2
20008,887,draws,2
20017,887,became,2
20020,887,deadly,2
20022,887,policy,2
20026,888,squarely,2
20029,888,fills,2
20033,889,Irwin,2
20042,889,adequate,2
20059,890,implies,2
20064,890,standard-issue,2
20069,890,spat,2
20073,890,Tinseltown,2
20075,890,assembly,2
20087,891,audacious,2
20099,892,Abandon,1
20106,892,wanting,2
20116,893,Christianity,2
20120,893,Chesterton,2
20121,893,Lewis,3
20147,896,rejected,1
20149,896,X-Files,2
20154,896,credible,3
20159,896,real-life,2
20160,896,happening,2
20172,897,triviality,2
20184,898,expanse,2
20187,898,dead-end,1
20188,898,distaste,1
20191,898,inhabit,2
20200,898,metaphor,3
20215,900,sweetly,2
20221,900,sisters,2
20228,900,coping,2
20236,900,endgame,2
20241,901,disturbing,1
20249,901,definition,2
20256,901,police,2
20257,901,shooting,1
20262,902,Distances,2
20266,902,throwing,2
20273,902,herrings,2
20282,902,register,2
20288,904,skip,1
20293,904,gained,2
20305,906,hushed,2
20314,907,Griffiths,2
20317,907,Pryce,2
20324,907,Welsh,2
20325,907,whimsy,3
20330,908,densest,2
20331,908,distillation,2
20335,908,Roberts,2
20348,909,display,2
20359,909,awkward,1
20361,909,lifeless,2
20362,909,rumblings,1
20371,910,outstanding,4
20380,911,celluloid,2
20382,911,litmus,2
20383,911,test,2
20398,911,backward,2
20403,911,admire,3
20411,912,subtitled,2
20418,912,remote,2
20420,912,African,2
20421,912,empire,2
20428,912,guns,2
20431,912,internal,2
20433,912,combustion,2
20434,912,engine,2
20440,912,thump,2
20444,912,timely,2
20455,913,banter,2
20458,913,loose,1
20471,914,captivating,4
20479,915,adored,4
20482,915,resoundingly,3
20487,915,dying,1
20506,915,reasonably,2
20507,915,entertained,4
20511,916,catching,2
20519,916,central,2
20525,917,Sorvino,3
20529,917,princess,2
20533,917,cartoonish,2
20545,917,Hermocrates,2
20546,917,Leontine,2
20548,917,pathetically,1
20550,917,compare,2
20552,917,notes,2
20556,917,amours,3
20570,918,cuts,2
20574,918,grain,2
20576,918,producing,2
20586,918,asking,2
20590,918,answering,2
20605,919,Amy,2
20615,920,suffocating,1
20618,920,senseless,1
20621,920,Grey,2
20622,920,Zone,2
20632,920,morbid,0
20636,921,lousy,0
20643,921,spits,2
20647,921,Denzel,3
20656,922,devoid,2
20667,922,dubbed,2
20668,922,hedonistic,1
20675,923,Satin,2
20676,923,Rouge,2
20687,923,encouraging,3
20694,923,three-dimensional,2
20702,923,self-discovery,3
20706,923,sensitivity,2
20712,924,pointed,2
20721,924,pros,3
20722,924,cons,2
20724,924,unconditional,3
20728,924,duties,2
20734,925,trumpet,2
20735,925,blast,3
20743,925,Mexican,2
20746,925,a-bornin,2
20756,926,insufferably,1
20761,926,curiously,2
20763,926,constricted,1
20778,927,reminds,2
20784,927,Elizabeth,2
20786,927,Berkley,2
20788,927,flopping,1
20789,927,dolphin-gasm,2
20795,928,contrast,2
20810,929,Collateral,3
20811,929,Damage,2
20816,929,earns,2
20818,929,extra,2
20831,930,figured,2
20837,930,Bielinsky,2
20878,931,projects,2
20881,931,doubts,2
20882,931,yearnings,2
20886,931,succeeds,3
20891,932,packed,2
20897,932,bursting,3
20899,932,incident,2
20909,932,fictional,2
20917,933,Domino,2
20921,934,umpteenth,3
20923,934,skinny,2
20926,934,dip,2
20933,934,putrid,1
20934,934,pond,2
20938,934,twaddle,2
20943,935,paved,2
20947,935,leads,2
20951,935,video,2
20952,935,store,2
20957,936,Columbus,2
20964,936,faster,2
20965,936,livelier,2
20978,937,flatulence,1
20982,937,mild,2
20984,937,references,2
21018,940,mother-daughter,2
21029,940,Divine,3
21030,940,Secrets,2
21034,940,Ya-Ya,2
21035,940,Sisterhood,2
21052,942,Sheridan,2
21054,942,terrified,2
21063,942,irreverent,2
21065,942,scotches,2
21069,942,bile,0
21071,942,irony,1
21084,943,ideal,3
21091,943,Ian,2
21092,943,Holm,2
21096,943,aged,1
21097,943,Napoleon,2
21105,944,boobs,3
21107,944,fantasti,3
21113,945,Nicholson,2
21120,945,Lear,2
21131,946,Costner,2
21134,946,known,2
21143,946,sanctimonious,1
21144,946,self-righteous,2
21146,946,eager,2
21155,946,slap,1
21163,947,heartwarming,3
21171,948,handiwork,2
21183,948,seams,2
21202,949,amused,3
21210,949,constructed,2
21211,949,scenario,2
21213,949,greatly,3
21218,949,skill,2
21224,949,enterprise,2
21238,950,satisfyingly,3
21246,950,psyche,2
21259,951,visions,2
21262,951,relayed,2
21270,951,Sharks,2
21274,951,Player,2
21277,951,skewering,2
21286,951,insiders,2
21287,951,outsiders,2
21288,951,alike,2
21297,952,equate,2
21304,952,admirably,3
21309,952,broke,2
21314,953,respective,2
21319,953,Sandra,2
21320,953,Bullock,2
21322,953,Hugh,2
21323,953,Grant,2
21327,953,worn,1
21328,953,threadbare,2
21341,954,slow,1
21346,954,stilted,1
21350,954,tabloid,1
21351,954,embalmed,2
21355,955,enthusiastically,3
21357,955,invokes,2
21364,955,percussion,2
21365,955,rhythm,2
21368,955,brass,2
21373,955,fierce,3
21374,955,competition,2
21377,955,helps,2
21382,955,marching,2
21383,955,bands,2
21390,955,football,2
21403,956,damn,1
21418,957,dust-caked,1
21419,957,stagnation,1
21421,957,labored,1
21422,957,gentility,2
21444,959,score,3
21449,959,songs,2
21452,959,translate,2
21460,960,Punitively,2
21461,960,affirmational,2
21471,961,diminishing,2
21473,961,stature,2
21476,961,Oscar-winning,4
21479,961,lowly,2
21481,961,studio,2
21486,962,Horrid,1
21489,962,propaganda,1
21498,962,Serbs,2
21499,962,themselves,2
21503,962,network,2
21507,962,right-wing,2
21508,962,extremists,2
21511,963,Star\/producer,2
21513,963,Salma,2
21515,963,Hayek,2
21519,963,Taymor,2
21524,963,infused,2
21526,963,Frida,2
21533,963,inherent,2
21541,963,paintings,2
21572,965,resonances,2
21577,965,ironically,2
21581,965,distanced,2
21591,966,Curves,3
21595,966,empowerment,3
21598,966,sleeve,2
21602,966,harangues,2
21614,966,Ferrera,2
21615,966,Ontiveros,2
21622,967,heap,2
21632,967,coming-of-age\/coming-out,2
21638,968,sensitive,2
21648,969,rug,2
21665,969,sympathize,2
21672,969,happens,2
21688,970,exquisite,4
21692,970,anthropomorphic,3
21694,970,animal,3
21700,970,realized,2
21704,970,makeup,2
21713,970,eventual,2
21719,970,subtitles,2
21723,970,Italian-language,2
21733,971,worthless,0
21749,972,rendered,2
21753,972,Pixar,2
21755,972,industry,2
21762,972,lighting,2
21764,972,innovative,3
21765,972,backgrounds,2
21770,972,equally,2
21774,973,unfunny,1
21787,974,went,2
21799,974,frat,2
21819,977,showcase,2
21834,977,emphasizing,3
21836,977,including,2
21839,977,supporting,3
21847,978,Emperor,2
21848,978,Club,2
21854,978,placid,2
21859,978,finds,2
21867,978,conservative,2
21868,978,hidebound,2
21870,978,movie-making,2
21871,978,traditions,2
21877,978,texture,2
21881,978,relevance,2
21896,979,half-an-hour,2
21905,979,furious,1
21909,979,ninety,2
21912,979,drags,1
21923,980,trial,2
21931,980,draggy,1
21935,981,drowns,2
21937,981,sap,2
21941,982,Birds,2
21949,982,quirkiness,2
21957,983,refined,3
21967,984,Dragon,3
21972,985,modeled,2
21973,985,revenge-of-the-nerds,2
21977,985,dredge,1
21984,986,medicine,3
21988,986,merits,3
21990,986,Ayurveda,2
22000,988,Viewers,2
22004,988,asked,2
22008,988,suspend,2
22010,988,belief,2
22024,988,total,2
22025,988,washout,2
22030,989,fortune,2
22033,989,salaries,2
22036,989,stunt,2
22037,989,cars,2
22049,989,Dey,2
22053,989,spliced,2
22063,989,48,2
22070,989,Shrek,3
22079,990,Caine,2
22084,990,whipping,1
22087,990,dirty,2
22090,990,punching,2
22094,990,stomach,2
22102,991,breaks,2
22105,991,ground,2
22108,991,treads,2
22110,991,turf,2
22114,991,hippopotamus,2
22115,991,ballerina,2
22120,992,exudes,3
22123,992,urbane,2
22124,992,sweetness,3
22128,992,Woody,2
22133,992,bitterly,1
22134,992,forsaken,2
22141,993,dim-witted,1
22146,993,teen-speak,2
22147,993,gibberish,1
22149,994,Cedar,2
22154,994,defuses,2
22160,994,submerging,3
22164,994,hoary,1
22166,994,triangle,2
22175,995,emerged,2
22178,995,lunacy,1
22182,995,hands,2
22186,995,Mel,1
22187,995,Brooks,2
22194,995,'70s,2
22195,995,heyday,2
22203,995,lame,0
22237,998,overstays,1
22254,999,Lau,2
22275,1002,incredibly,3
22279,1002,thoroughly,2
22280,1002,vacuous,1
22286,1002,embody,2
22291,1002,excesses,2
22293,1002,nouvelle,2
22295,1002,vague,2
22305,1003,Wait,2
22323,1005,fad,1
22328,1005,vanished,2
22338,1006,raunchy,2
22341,1006,seemingly,2
22351,1007,cheering,3
22354,1007,breakthrough,3
22365,1008,appreciative,3
22388,1009,undoing,2
22390,1010,Stone,2
22397,1010,knack,2
22401,1010,wrapping,2
22406,1010,blanket,2
22409,1010,desperation,1
22430,1012,Tyco,2
22431,1012,ad,2
22441,1013,muy,2
22442,1013,loco,2
22445,1013,ridiculous,1
22452,1013,Dragonfly,3
22462,1014,discomfort,1
22468,1015,Includes,2
22472,1015,padding,3
22485,1017,nuance,2
22490,1017,capable,3
22495,1017,drowned,2
22500,1017,Jon,2
22502,1017,Purdy,3
22504,1017,sledgehammer,2
22510,1018,wonderfully,3
22511,1018,loopy,1
22518,1018,voting,2
22526,1019,impossibly,1
22528,1019,situations,2
22533,1019,estranged,1
22539,1020,cheesy,1
22556,1020,future-world,3
22558,1020,holographic,2
22561,1020,librarian,2
22565,1020,Orlando,2
22577,1020,answers,2
22589,1021,respectable,3
22600,1021,unadulterated,2
22601,1021,thrills,4
22607,1022,hybrid,2
22616,1022,Numbers,2
22620,1022,fits,3
22622,1022,profile,2
22624,1022,closely,2
22627,1023,Alternately,2
22630,1023,rewarding,3
22656,1025,flabby,1
22662,1026,welcomes,3
22668,1026,avant-garde,2
22677,1026,crazed,2
22685,1027,merely,2
22688,1027,indulges,2
22714,1028,allegedly,2
22723,1028,deftly,2
22725,1028,enacted,2
22732,1028,cobbled,2
22752,1030,masses,2
22759,1030,pop-induced,2
22784,1031,conundrum,2
22791,1032,fascination,3
22800,1032,Huston,2
22807,1032,larger,2
22811,1032,fragile,2
22821,1032,accepts,2
22826,1032,illness,0
22828,1032,quickly,2
22832,1032,unable,1
22834,1032,react,2
22836,1033,Eh,1
22843,1034,inconsistent,1
22845,1034,Margarita,2
22853,1034,el,2
22855,1034,cheapo,1
22856,1034,margaritas,2
22869,1035,spousal,2
22870,1035,abuse,1
22881,1036,Stephen,2
22885,1036,Earnhart,2
22891,1036,optimism,3
22895,1036,group,2
22901,1036,struggling,1
22912,1036,currently,2
22916,1037,Glizty,3
22920,1037,formulaic,1
22926,1037,Cagney,2
22934,1037,replaced,2
22950,1038,guessed,2
22956,1038,sorry,2
22959,1038,Aaliyah,2
22964,1038,starring,2
22975,1038,explode,3
22977,1038,flame,2
22992,1039,chases,2
22995,1040,Scrooge,2
23001,1041,sub-formulaic,1
23005,1041,seasonal,2
23010,1042,baffling,2
23012,1042,platter,2
23021,1042,hard-to-swallow,1
23030,1043,t,2
23034,1043,laudable,3
23038,1043,deals,2
23042,1043,hot-button,2
23058,1044,falcon,2
23063,1044,skies,2
23072,1044,alert,2
23092,1046,literary,2
23095,1046,multiple,2
23098,1046,strands,2
23102,1046,controversy,1
23107,1046,wrote,2
23113,1047,minority,2
23118,1047,stinks,1
23125,1048,zoning,2
23126,1048,ordinances,2
23134,1048,dullest,1
23138,1048,Impostor,2
23153,1049,unfulfilling,0
23159,1049,suited,3
23165,1049,PBS,2
23169,1049,night,2
23172,1049,AMC,2
23180,1050,Sopranos,2
23184,1050,dated,1
23190,1050,demonstrate,2
23204,1050,doing-it-for,2
23205,1050,the-cash,2
23212,1051,vast,2
23213,1051,majority,2
23217,1051,casual,2
23218,1051,filmgoers,2
23226,1051,talky,2
23227,1051,bore,0
23233,1052,finely,3
23236,1052,exquisitely,4
23237,1052,performed,2
23256,1054,Crystal,2
23258,1054,De,2
23259,1054,Niro,2
23262,1054,manage,2
23277,1054,sing,2
23288,1055,71,2
23298,1056,delightfully,3
23313,1056,transcend,3
23314,1056,gender,2
23316,1056,labels,2
23333,1058,Crimen,2
23335,1058,del,3
23337,1058,Padre,2
23338,1058,Amaro,2
23342,1058,anti-Catholic,2
23355,1059,faithful,3
23359,1059,chilly,2
23365,1059,elect,2
23378,1059,changes,2
23386,1059,imposed,2
23395,1060,dynamism,3
23398,1060,infectious,3
23401,1061,Troll,1
23405,1061,section,2
23410,1061,local,3
23439,1063,Valley,2
23442,1063,Dolls,2
23446,1064,McConaughey,2
23453,1064,irony-free,3
23455,1064,Bale,2
23458,1064,reduced,2
23461,1064,batting,2
23464,1064,eyelids,2
23475,1064,innovation,3
23494,1065,fumbles,2
23501,1065,accumulated,2
23505,1065,crucial,2
23507,1065,third,2
23509,1065,miscalculation,1
23516,1066,presume,3
23528,1066,however,2
23530,1066,presented,2
23534,1066,trot,2
23541,1066,science-fiction,2
23544,1066,bug-eyed,2
23545,1066,monsters,2
23548,1066,futuristic,2
23551,1066,skimpy,1
23552,1066,clothes,2
23577,1068,loquacious,3
23588,1069,tides,2
23595,1070,nail,2
23599,1070,spirit-crushing,1
23600,1070,ennui,2
23603,1070,denuded,3
23607,1070,giving,2
23630,1073,arduous,1
23640,1073,homes,2
23647,1073,pull,2
23653,1073,domineering,2
23654,1073,mother,2
23670,1075,clash,2
23681,1075,naturalistic,3
23687,1076,Jagger,2
23688,1076,Stoppard,2
23691,1076,Apted,2
23706,1077,admittedly,2
23709,1077,Jacquot,2
23713,1077,preserves,2
23716,1077,Tosca,2
23718,1077,ardor,2
23725,1078,slummer,1
23743,1079,jazz,2
23762,1080,marginal,1
23763,1080,competence,3
23777,1080,chasing,2
23786,1081,Ghost,2
23787,1081,Ship,2
23794,1081,landbound,2
23805,1081,surprises,3
23822,1082,subzero,1
23827,1082,Inc.,2
23832,1082,latter,2
23833,1082,imagination,3
23843,1083,1960s,2
23844,1083,rebellion,2
23846,1083,misdirected,1
23853,1084,Millions,2
23855,1084,dollars,3
23858,1084,heaped,2
23870,1084,reap,2
23872,1084,rewards,3
23877,1084,spiffy,3
23879,1084,technique,2
23881,1084,weaponry,2
23890,1085,neurosis,2
23892,1085,negativity,0
23904,1085,digital,2
23920,1086,communicates,2
23931,1087,ill-constructed,0
23934,1087,fatally,2
23945,1087,consistent,3
23947,1087,degenerating,1
23951,1087,pious,2
23956,1088,Charlie,2
23957,1088,Hunnam,2
23964,1088,twinkling,3
23968,1088,repressed,1
23969,1088,smile,4
23976,1088,carry,2
23979,1088,Dickensian,2
23983,1089,Measured,2
23989,1089,like-themed,2
23994,1089,Oscar-sweeping,4
24000,1089,rates,2
24004,1089,exceptional,3
24009,1090,Brian,2
24011,1090,DePalma,2
24019,1090,Alfred,2
24021,1090,Hitchcock,2
24024,1090,drinking,2
24026,1090,twelve,2
24027,1090,beers,2
24039,1091,asleep,2
24057,1093,thank,3
24067,1094,Hawaiian,2
24070,1094,trimmings,2
24075,1094,rowdy,2
24084,1094,Lilo,2
24090,1094,pulled,2
24094,1094,tear-stained,1
24097,1094,Shirley,2
24099,1094,Temple,2
24104,1095,uplifter,3
24113,1096,raucous,2
24115,1096,ethnic,3
24116,1096,sitcom,2
24121,1096,wise,3
24125,1096,regrets,2
24132,1097,pride,2
24152,1098,Stacy,2
24161,1098,jell,2
24165,1098,Sean,2
24167,1098,Penn,2
24169,1098,monotone,1
24170,1098,narration,2
24174,1098,respects,3
24177,1098,sentimentalizing,3
24181,1099,nonstop,2
24182,1099,artifice,2
24192,1099,histrionics,2
24196,1099,compensate,2
24202,1099,paper-thin,2
24204,1099,facile,2
24209,1100,skit-com,2
24210,1100,fervently,2
24213,1100,deposited,2
24224,1101,self-absorbed,1
24228,1101,daughters,2
24231,1102,Lohman,2
24233,1102,adapts,3
24241,1102,required,2
24249,1102,Kosminsky,2
24258,1102,wall,3
24261,1102,erects,2
24278,1103,accomplishments,2
24282,1103,maintained,3
24286,1103,impact,2
24293,1103,storyline,2
24304,1104,Nachtwey,2
24312,1104,image,2
24327,1106,sees,2
24333,1106,revitalize,3
24343,1106,clung-to,2
24346,1107,belongs,2
24352,1107,marvelous,4
24353,1107,Verdu,2
24361,1107,earth,2
24367,1107,mourns,1
24372,1107,embraces,2
24379,1108,Assured,3
24380,1108,glossy,2
24383,1108,shot,2
24386,1108,brittle,2
24397,1109,fear,2
24406,1109,bewildered,2
24412,1109,artsy,3
24414,1109,visuals,2
24421,1110,disappointment,0
24442,1111,Charles,2
24444,1111,III,2
24464,1113,lapping,2
24479,1113,kicks,2
24481,1113,gear,2
24492,1114,import,2
24504,1114,relatively,2
24505,1114,effortless,4
24518,1116,LaBute,2
24524,1116,balances,2
24527,1116,Traditional,2
24536,1116,overwhelms,2
24544,1117,Perry,2
24553,1117,Serving,2
24561,1117,fluff,2
24565,1118,Anemic,1
24573,1119,nervous,1
24585,1119,effectiveness,3
24600,1120,spin,2
24602,1120,hopelessly,2
24606,1120,control,2
24613,1120,Kane,2
24626,1121,gender-provoking,3
24631,1121,submerged,2
24645,1122,phone,2
24650,1122,fax,3
24661,1123,confusing,1
24662,1123,melange,2
24666,1123,tones,2
24667,1123,styles,2
24687,1125,buoyant,2
24694,1125,friendship,2
24715,1126,deft,3
24717,1126,Ally,3
24719,1126,McBeal-style,2
24724,1127,Sundance,2
24726,1127,Festival,3
24732,1127,buzz-obsessed,1
24740,1127,descend,2
24743,1127,Utah,2
24744,1127,January,2
24748,1127,ferret,2
24759,1128,slyly,2
24761,1128,anti-adult,2
24769,1129,bewilderingly,1
24780,1130,Discovery,2
24784,1130,surely,2
24786,1130,widen,2
24796,1130,continent,2
24799,1130,rose-colored,2
24800,1130,glasses,2
24803,1131,Matthew,2
24804,1131,Lillard,2
24808,1131,born,2
24811,1131,Shaggy,2
24825,1132,colour,2
24847,1133,Chekhov,2
24849,1133,profound,3
24853,1133,self-important,2
24858,1133,succumbing,2
24867,1134,repellent,1
24872,1134,endear,3
24880,1134,notable,3
24892,1135,seesawing,2
24914,1135,lived,2
24922,1136,lightness,2
24923,1136,strictness,2
24930,1136,Italian,2
24932,1136,Beginners,2
24936,1136,aimlessness,1
24944,1137,Continually,2
24953,1137,perceptions,2
24957,1137,guilt,1
24968,1137,noble,3
24971,1137,justify,2
24974,1138,Good-naturedly,3
24977,1138,cornball,2
25012,1140,Ararat,2
25014,1140,astray,2
25031,1141,talking,2
25032,1141,heads,2
25033,1141,etc.,2
25039,1141,justice,2
25044,1142,Discursive,1
25052,1143,necessary,2
25061,1144,grinning,3
25066,1145,chokes,1
25070,1145,self-consciousness,2
25090,1147,wish,2
25094,1147,longer,2
25101,1148,Matrix,2
25106,1148,massacres,2
25108,1148,erupt,2
25115,1148,tougher,2
25118,1148,balancing,2
25122,1148,Kafka-inspired,2
25127,1149,Elegantly,3
25128,1149,produced,2
25130,1149,expressively,2
25135,1149,six,2
25140,1149,crystallize,2
25146,1149,minutely,2
25148,1149,wonders,2
25151,1149,dreamlike,3
25152,1149,ecstasy,3
25157,1150,filmed,2
25177,1151,Lavishly,2
25181,1151,exhilaratingly,3
25182,1151,tasteless,2
25190,1152,unendurable,0
25195,1152,ultra-provincial,2
25197,1152,Yorker,2
25201,1152,26-year-old,2
25203,1152,Reese,2
25204,1152,Witherspoon,2
25211,1152,inject,2
25218,1152,pure,4
25221,1152,Melanie,2
25222,1152,Carmichael,3
25227,1152,massive,2
25228,1152,infusion,2
25238,1153,Richard,2
25239,1153,Pryor,2
25243,1153,mined,2
25246,1153,horrors,1
25259,1153,fool,1
25260,1153,gold,3
25267,1154,made-for-home-video,2
25268,1154,quickie,2
25272,1155,slender,2
25282,1155,80-minute,2
25285,1156,Reminiscent,3
25299,1156,Signs,2
25302,1156,occur,2
25310,1157,Merchant-Ivory,2
25313,1157,continues,2
25316,1157,systematically,2
25318,1157,destroy,1
25325,1157,dear,2
25332,1157,begun,2
25336,1157,split,2
25356,1158,whodunit,2
25370,1159,Strangers,2
25376,1160,cockeyed,2
25381,1161,Befuddled,1
25400,1162,Press,2
25403,1162,delete,2
25422,1163,daily,2
25423,1163,activities,2
25435,1164,moon,2
25439,1164,passions,2
25443,1164,fuel,2
25448,1164,achievements,2
25455,1164,stranded,1
25461,1164,appetites,2
25484,1166,guarded,2
25490,1166,resentful,2
25491,1166,Betty,2
25496,1166,needy,2
25497,1166,Margot,3
25502,1166,front,2
25511,1167,demonstrated,2
25515,1167,mixing,2
25519,1167,idiosyncratic,2
25524,1167,2000,2
25527,1167,Shanghai,2
25528,1167,Noon,2
25533,1167,send-up,2
25542,1167,blanks,2
25555,1168,calls,2
25558,1168,Slackers,2
25562,1168,insulting,1
25564,1168,childish,1
25580,1169,jealousy,1
25590,1169,DeNiro,2
25601,1169,called,2
25606,1169,Travis,2
25607,1169,Bickle,2
25620,1170,odd,2
25622,1170,off-kilter,2
25640,1171,hobbled,2
25645,1171,half-baked,1
25646,1171,setups,2
25648,1171,sluggish,1
25670,1173,aside,2
25675,1173,showing,2
25678,1173,explicit,3
25688,1173,two-drink-minimum,2
25696,1173,learned,2
25708,1174,understated,2
25715,1174,Jack,2
25722,1175,intense,3
25729,1175,anonymity,2
25732,1175,environments,2
25749,1176,Maguire,2
25757,1177,falters,1
25777,1179,action-oriented,2
25781,1179,authenticity,2
25790,1179,requires,2
25793,1179,enemy,2
25797,1179,shoot,1
25798,1179,straight,2
25800,1180,Wow,4
25805,1180,knew,2
25808,1180,Dickens,2
25813,1180,light-hearted,3
25824,1182,anyway,2
25854,1184,peek,2
25859,1184,skateboard,2
25860,1184,revolution,2
25868,1184,anthropology,2
25873,1185,live-wire,3
25879,1185,ability,2
25883,1185,amaze,4
25891,1186,Kirshner,2
25892,1186,wins,2
25898,1187,Rudy,2
25900,1187,Yellow,2
25901,1187,Lodge,2
25904,1187,Eyre,2
25912,1187,sweat,2
25918,1187,clarify,2
25924,1187,creation,2
25928,1187,lessons,2
25932,1187,trickster,2
25933,1187,spider,2
25940,1188,large-format,3
25947,1188,musicians,2
25950,1188,regalia,2
25954,1188,incredible,3
25957,1188,sound,2
25958,1188,system,2
25967,1188,toes,2
25980,1189,Spy,2
25994,1189,12-year-old,2
26006,1190,unmemorable,0
26014,1190,lengthy,2
26020,1190,resents,2
26024,1190,inhale,2
26028,1190,gutter,1
26030,1190,romancer,2
26041,1191,suavity,3
26044,1191,classical,3
26058,1192,prevails,3
26065,1193,hit,3
26075,1194,handles,2
26078,1194,nuclear,2
26080,1194,evenly,2
26083,1194,milks,2
26089,1194,building,2
26099,1194,move,2
